raw_query,cleaned_query,topic,topic_label,topic_label_final
can you show me what payment methods you accept?,can you show me what payment methods you accept?,7,Accepted Payment Methods,Accepted Payment Methods
can you show me when my item is going to arrive?,can you show me when my item is going to arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you show me when will my item arrive?,can you show me when will my item arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you show me your money back policy?,can you show me your money back policy?,1,Refunds Related Help,Refunds Related Help
can you show me your refund policy?,can you show me your refund policy?,15,Refunds Related Help,Refunds Related Help
can you tell me about a Password Recovery?,can you tell me about a Password Recovery?,3,Password Recovery,Password Recovery
can you tell me about a password recovery?,can you tell me about a password recovery?,16,Password Recovery,Password Recovery
can you tell me about a shipping address change?,can you tell me about a shipping address change?,0,Change Delivery Address,Change Delivery Address
can you tell me about delivery period?,can you tell me about delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you tell me about delivery periods?,can you tell me about delivery periods?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you tell me about order cancellations?,can you tell me about order cancellations?,6,Order Cancellation,Order Cancellation
can you tell me about the company newsletter subscription?,can you tell me about the company newsletter subscription?,18,Newsletter Management,Newsletter Management
can you tell me about the delivery period?,can you tell me about the delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you tell me about the delivery periods?,can you tell me about the delivery periods?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you tell me about the options for delivery?,can you tell me about the options for delivery?,4,Checking Delivery Options,Checking Delivery Options
can you tell me about user account deletions?,can you tell me about user account deletions?,5,Account Termination Requests,Account Termination Requests
can you tell me at what time customer service available is?,can you tell me at what time customer service available is?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you tell me more about a password recovery?,can you tell me more about a password recovery?,16,Password Recovery,Password Recovery
can you tell me more about a shipping address change?,can you tell me more about a shipping address change?,0,Change Delivery Address,Change Delivery Address
can you tell me more about a user account deletion?,can you tell me more about a user account deletion?,5,Account Termination Requests,Account Termination Requests
can you tell me more about changing my shipping address?,can you tell me more about changing my shipping address?,0,Change Delivery Address,Change Delivery Address
can you tell me more about changing the shipping address?,can you tell me more about changing the shipping address?,0,Change Delivery Address,Change Delivery Address
can you tell me more about delivery period?,can you tell me more about delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you tell me more about Password Recoverys?,can you tell me more about Password Recoverys?,3,Password Recovery,Password Recovery
can you tell me more about the cancellation of my account?,can you tell me more about the cancellation of my account?,13,Cancellation Fees,Cancellation Fees
can you tell me more about the delivery options?,can you tell me more about the delivery options?,4,Checking Delivery Options,Checking Delivery Options
can you tell me more about the delivery period?,can you tell me more about the delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you tell me more about the delivery periods?,can you tell me more about the delivery periods?,22,Delivery Time Inquiry,Delivery Time Inquiry
can you tell me more about the pass reset?,can you tell me more about the pass reset?,16,Password Recovery,Password Recovery
can you tell me what hours customer service available is?,can you tell me what hours customer service available is?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
can you tell me what hours i can contact customer service?,can you tell me what hours i can contact customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
